,datetime,sentiment,locations,labels
626,2022-05-29 03:35:06+00:00,presiden ku th sosok ganti de jokowi salam sehat beliau dua,depok,positive
627,2022-02-25 11:07:47+00:00,in my opinion perang rusia vs ukraina naik elektabilitas bpk capres,yogyakarta,positive
628,2022-12-30 10:48:17+00:00,erick thohir kuat cawapres sukses kerja menteri bumn muas masyarakat menteri andal presiden jokowi dukung maju cawapres pilpres,jakarta,positive
629,2022-01-29 02:41:04+00:00,kreen presidenups belumpak gub digital dar gaya hidup butuh hidup,jakarta,neutral
630,2022-12-31 09:16:03+00:00,menang anies presiden nkri,bandung,positive
631,2022-08-31 13:50:18+00:00,udah gk jaman pakai presiden lgi skrang,bandung,negative
632,2022-10-31 10:26:12+00:00,bro ambil sampah dukung capres emang suka ngada pokok anies binasa hebat, jakarta,negative
633,2022-11-27 10:03:11+00:00,sombong orang jabat mah cm titip udah selesai ya ganti orang jokowi jg selesai juang orang yg ente dukung senang pilpres dngn sosialisasi ide gagas yg brilian,malang,neutral
634,2022-07-31 03:43:42+00:00,jk jg bulat usung duet tp mustahil jk parpol usung cawapres parpol nya eforia bagus bulat usung anies capres cawapresnya, semarang,neutral
635,2022-06-29 14:49:06+00:00,ikat dgn cendana dah lahhh mending kyk pdip yg elektabilitas partai gak tum partai nyalon kader yg muda integritas syarat usia capres laku,malang,neutral
636,2022-06-29 03:16:21+00:00,dukung anies ya gin ken junjung jd presiden dunia angel angel,yogyakarta,negative
637,2022-02-25 06:54:08+00:00,kasihan capres thn keburu usia ketua milu tunda,bogor,negative
638,2022-01-30 01:31:42+00:00,gak presiden ri keluarga cendana prabowo yg presiden ri tri nya fadli zonk rocky gerung rizieq cabul indonesia kayak negara syria,bintaro,negative
639,2022-04-29 18:12:49+00:00,mantap ganjar mudah jd presiden ayo rakyat indonesia dukung ganjar for ri,malang,positive
640,2022-02-28 13:33:44+00:00,rambut no problem hitam putih nelson mandela rambut putih mimpin rakyat ganjar,bandung,positive
641,2022-03-31 04:10:41+00:00,dana siap milu pilpres sumbang silah setor kas negara,jakarta,neutral
642,2022-11-30 01:34:17+00:00,pilih presiden boneka presiden jongos oligarki, jakarta,negative
643,2022-03-13 00:17:22+00:00,bikin kisruh kalo capek mundur aja lo opung luhut,jakarta,negative
644,2022-05-29 22:10:35+00:00,bangun narasi bagus biar rakyat gak sadar kalo bangun bangun runtuh kejap resmi calon presiden bohong tuju capai,jakarta,negative
645,2022-09-26 19:21:59+00:00,ga bilang sekoci ganjar rapat baris kib politik dinamis partai mahami rakyat maju pilpres bismillah ri pakde ganjar,malang,positive
646,2022-07-31 00:34:48+00:00,pilpres hasil riil kurang publis kaga kurang,jakarta,neutral
647,2022-10-31 01:51:42+00:00,hati rakyat majul pilpres,bandung,positive
648,2022-04-21 08:01:00+00:00,moga pilih kontribusi negeri pilpres,jakarta,positive
649,2022-01-22 10:49:03+00:00,isu ambang batas presiden hangat detik kali ngobrol tema bareng dg tmn pcim sudan,bandung,neutral
650,2023-01-29 12:40:45+00:00,ganjar sehat sehat yaa moga maju pilpres,jakarta,positive
651,2022-02-25 05:14:26+00:00,argumen mk d gan legal standing gugat selenggara hasil legal standing,jakarta,neutral
652,2022-07-25 03:44:42+00:00,moga ganjar pranowo senantiasa lindung berkah lancar sang cipta allah swt maju pilpres,yogyakarta,positive
653,2023-01-31 14:51:18+00:00,alhamdulillah mari juang insyaallah presiden ri,depok,positive
654,2022-02-27 07:58:03+00:00,psi fokus masuk parlemen pilpres suara yg dipake kursi parlemen sampe gak masuk parlemen strategi tum yg salah pikir,jakarta,neutral
655,2022-10-31 17:50:52+00:00,rawan sepenuh hati menang prabowo subianto presiden ri milu, jakarta,positive
656,2022-07-31 10:03:41+00:00,terang agama pakai dukung milu gitu ya aja sih kaya pas pilih gubernur iya ampuhh,tangerang,negative
657,2023-01-31 05:55:34+00:00,ga tampang presiden yg main pleciden pleciden doang,jakarta,neutral
658,2022-07-30 02:52:03+00:00,ga viral ga tanggap ganjar mah nyari citra biar presiden,semarang,negative
659,2022-02-28 18:15:38+00:00,skrg klo pmbwa surat suara kyak pilpres bnyak yg mati lelah krn infrastruktur jlek nyawa yusrilmahendra gntikan nyawa rakyat nkri gara psta dmokrasi gk tunda korban nyawa rakyat sbg rakyat nyawa yusril mahendra gntinya milu gk tunda brani gk,surabaya,negative
660,2022-04-13 13:35:31+00:00,bahas milu seru tp jd bumbu manis pilkada serentak mohon tahan emosi ya pasang yg maju tdk sesuai espektasi siap calon pimpin daerah daerah maju dpt saing maju nkri, jakarta,neutral
661,2022-04-24 05:26:36+00:00,bukti milu butuh silaturahmi joko cahyono,surabaya,neutral
662,2022-08-31 10:42:48+00:00,janji mantan gub dki presiden macet banjir mudah atas bukti terima kasih bang,jakarta,positive
663,2022-06-29 09:18:59+00:00,org zonky yg peran kalah kali capres yg suka prabowo tp gak suka zonky dkk lbh pilih lawan capresnya,jakarta,negative
664,2022-05-31 16:34:48+00:00,bagus king maker kayak megawati menang jabat megawati borong plus gelar profesor hc dibuli capres sejati ya,bandung,negative
665,2022-04-30 16:30:32+00:00,gw lo dah info kalo kaos tsb simpatisan yg anies presiden kalo mang dasar benci mo aja lo gak suka lo spin karna setan benci kasi,jakarta,negative
666,2022-07-30 01:45:44+00:00,insya allah rakyat indonesia dukung pilih beliau prabowo subianto presiden republik indonesia periode pilpres thn yg amin ya rabbal alamin,depok,positive
667,2022-03-20 00:09:09+00:00,awal ucap bismillahirrahmanirrahim sy keluarga dukung pamrih mas maju pilpres,depok,positive
668,2022-12-31 07:54:52+00:00,dah sifat susah rubah model gin dorong dorang presiden makun ancur kayak,bandung,negative
669,2022-10-31 00:39:46+00:00,si y si kadrun mbak puan capreskan tau elektabilitas mbak puan rendahkadrun takut pdip mencapreskan ganjar kadrun bunuh kalahtp pribadi presiden ok yg jgn anis ok anis tp keliling y, surabaya,negative
670,2022-08-23 09:20:57+00:00,jago pilpres moga mnjadi jago, jakarta,positive
671,2020-02-27 06:52:32+00:00,gabung makan korban tugas kpps orang mati tugas kpps kewalahan lelah amp masyarakat rentan provokasi,semarang,neutral
672,2022-04-21 05:48:50+00:00,ikut doang,bekasi,neutral
673,2022-10-30 22:55:00+00:00,tolong ganjar presiden sugengcalo kerja tanggung dkk megang duit cari kerja nganggur suwun ngihh,semarang,negative
674,2022-03-31 13:19:58+00:00,gubernur jateng yg insya allah capres th loch bro,depok,positive
675,2023-01-30 13:38:50+00:00,alhamdulillah allahuakbar moga allah menang anis baswedan presiden ri pilpres aamiin,jakarta,positive
676,2022-10-31 14:44:23+00:00,presiden tugas momong anak banteng nnnnnooooooooooooooooooo vote golput ajja,jakarta,negative
677,2022-05-27 12:34:22+00:00,kelompok masyarakat sosok presiden ganjar bukti bangkit ekonomi jawa pandemi covid,jakarta ,positive
678,2022-11-24 07:02:32+00:00,simbol dukung ericj pilpres moga kaya menteri andal,jakarta,positive
679,2022-04-21 08:00:02+00:00,moga unggul simulasi sesuai unggul pilpres maju pilpres,bandung   ,positive
680,2022-11-30 15:27:20+00:00,bpk km rawan sobat anies milenial bahu bahu awal bpk anies baswedan pilpres yg jurdil in sya allah moga allah swt berkah aamiin,malang,positive
681,2022-11-29 13:55:11+00:00,partai tunggu arah pakde jokowi pilpres moga pk jokowi nunjuk ganjar prabowo, jakarta,positive
682,2022-02-28 17:51:11+00:00,paslon capres kuat pd pilpres ganjar ahok,jakarta,positive
683,2022-06-30 02:42:19+00:00,tahan rumahtangga ngak tertib fadly zon ngak presiden ya mbok mikir wo,yogyakarta,negative
684,2022-08-31 08:49:26+00:00,sbrnya dr sisi peluang menang pasang ganjar rkamil yg moga partai yg dukung pilpres smoga buka peluang pilpres calon independen,yogyakarta,positive
685,2022-08-31 15:18:21+00:00,tuju ah mesin politik dorong anies rk capres cawapres maksud sinergi kolaborasi,malang,neutral
686,2022-04-30 11:29:52+00:00,top markotop good job mr president ri,jakarta,positive
687,2022-09-30 01:52:17+00:00,bu doain moga menang pilpres aamiin,malang,positive
688,2022-12-29 06:22:29+00:00,moga kancah politik indonesia teduh teduh sikap teduh dapat provokasi jadi ajang kontestasi pilpres lahir generasi anak bangsa tangguh cepat tindak visioner indonesia hebat, jakarta,positive
689,2022-05-23 15:41:55+00:00,kordinasi laku anies nasionalis mata org asing sisi diam anies support somad amp ikut utk ulah bukti suara dukung anies maju pilpres,semarang,negative
690,2022-02-25 16:29:03+00:00,milu undur pandemi amp krisis ekonomi yg depan tes baik kandidat,jakarta,neutral
691,2022-08-31 22:26:31+00:00,arus survei indonesia rilis hasil survei nasional kait pilpres hasil simulasi pasang capres duet prabowo cak imin unggul,jakarta,neutral
692,2022-03-02 04:00:40+00:00,kisah ulang kau temu cinta koalisi rumit kau jalan,jakarta,neutral
693,2022-01-29 10:11:50+00:00,catat milu pilpres istana negara gedung dpr bangun ikn ganti presiden jakarta ibukota negara, bogor,neutral
694,2022-06-30 16:23:01+00:00,tuju presiden ri indonesia baek bebas oligarki pribumi jaya negeri rt like banyak,jakarta,positive
695,2022-06-27 13:47:17+00:00,anies baswedan menang pilpres cawapres nya udh suara pilih juta an org moga sukses ya nopel bamukmin,surabaya,positive
696,2022-07-23 09:22:48+00:00,selamat lahir pkb doa ikhtiar moga pkb menang pd pileg amp pilpres gotong royong menang gus muhaimin presiden,surabaya,positive
697,2022-01-30 15:19:42+00:00,enak biangeett emang jd anak turut kayak baginda capres point nya manut jd gampang manfaat dll dasar nya jd anak bebas bebal berontak ya gin deh jd nya, surabaya,negative
698,2022-03-28 09:07:55+00:00,prediksi psikologis politik nyata milu tunda khawatir tolak tunda milu niscaya, surabaya,neutral
699,2022-10-31 03:18:29+00:00,presiden turun tahta suksesi minat capres tualang pilih dasar rekam jejak,malang ,neutral
700,2022-10-31 11:12:19+00:00,yg jelang milu sy pilih yg,tangerang,neutral
701,2022-01-29 08:21:55+00:00,peduli hadir utk ringan beban teman warga yg kena musibah bakar sawah demokrat dki kompak turun tangan bantu korban,surabaya,neutral
702,2022-07-31 10:43:31+00:00,sadar gak sadar alternatif condong prabowo jokowi pilpres kalo prabowo islamis anies,bekasi,neutral
703,2022-11-30 06:23:38+00:00,prabowo optimistis indonesia milik masyarakat rukun satu, semarang,positive
704,2022-11-30 15:38:20+00:00,asyik nih dukung ganjar bangga banget moga jalan ganjar menang pilpres mudah aamiin,jakarta,positive
705,2022-04-21 08:30:24+00:00,tuntut turut stop unjuk,depok,neutral
706,2022-03-02 06:53:28+00:00,tunda milu rencana sistematis manipulasi konstitusi proyek oligarki harga harga masyarakat jerit rakyat jelata tindas shame on you,jakarta,negative
707,2022-03-31 10:18:39+00:00,dukung masyarakat menteri bumn erick thohir mudah utk maju pilpres dukung yg kpd modal kuat pilpres,jakarta,positive
708,2022-11-29 15:34:45+00:00,amat yg baik milu konstelasi capres yg kembang yg maju pilpres pasang gerindra pdip bagus pasang gender laki wanita maju serasih,tangerang,positive
709,2022-02-21 15:29:17+00:00,negara pandemi corona cari order eh lupa milu bentar ya,bogor,negative
710,2022-05-31 11:07:30+00:00,iya nunggu ganti president,jakarta,neutral
711,2022-07-21 02:00:01+00:00,kayak beneran maju pilpres ya beliau moga ajaa yaa rakyat dukung mega usung puan,malang,positive
712,2022-11-29 12:32:34+00:00,berat tetap idam presiden survei median n marbun hmmmm top ya ya ya ya jelang politik,tangerang,neutral
713,2022-04-25 13:44:10+00:00,musashimasabi sejati sdh titik terang capres yg bs tang kompetisi cm hrs yg bs tangkap tanda pdip hrs koalisi dg gerindra gpampprabowo padu yg pas utk tangkal capres yg dukung asong khilafah radikal gp dg partai tetep maju prabowo,semarang,positive
714,2022-02-28 23:37:25+00:00,apa klo pas pilih pilkada pilpres bohong citra fanatisme buta sosok politis,jakarta,neutral
715,2022-10-31 11:43:13+00:00,partai rela atur capres give away,jakarta,negative
716,2022-01-26 17:15:01+00:00,gubernur abai putus adil model kek gin presiden cebong babi anjing peking nyebokinya, jakarta,negative
717,2022-11-30 12:54:54+00:00,moga aja ganjar pranowo maju pilpres presiden ri banget kalo ganjar pranowo pimpin negeri budaya indonesia lestari kembang pesat,yogyakarta,positive
718,2022-06-30 09:07:53+00:00,cepat ya indo jeda nya banget pilpres sampe lantik,jakarta,neutral
719,2022-02-22 14:45:14+00:00,moga et sehat berkat transformasi tubuh bumn laba bumn tingkat menteri bumn eektabilitas et tingkat pilpres laba elektabilitas,jakarta,positive
720,2022-06-24 15:15:06+00:00,maaf lepas urus politik doa beliau lekas sembuh aktivitas kenal pribadi beliau batas tim sukses pilpres beliau pribadi yg sederhana dermawan,tangerang,positive
721,2022-05-24 15:03:50+00:00,saleh daulay tegas koalisi indonesia satu menang pilpres,jakarta,neutral
722,2023-01-31 14:43:17+00:00,alhamdulillah moga allah kuat kerjasama jaga sama tiga partai usung anies pilpres aamiin yra,depok,positive
723,2022-09-30 12:11:09+00:00,nunggu komentar n bikin putus biar ga sibuk urus capres n cawapres aja,jakarta,neutral
724,2022-06-30 01:23:08+00:00,kritik bebas tp debat dukung milu rakyat ga guna bela yg duduk ngopi bareng semangat cari keluarga,jakarta,positive
725,2022-12-31 10:02:20+00:00,presiden bangun jalan tol dll gak khusus desa program bedah rumah gak khusus beda khusus kader partai,bekasi,neutral
726,2022-06-24 13:18:05+00:00,bae jaga sehat biar nyoblos pilpres,yogyakarta,neutral
727,2022-04-30 05:22:42+00:00,gue kagak sudi si puja bokep presiden pimpin tukang mebel aja utang roket pimpin si feodal den genjer,surabaya,negative
728,2022-08-29 04:42:15+00:00,moga dukung maju pilpres,semarang,positive
729,2022-05-31 06:11:40+00:00,mentok bantu presiden gitu ya,depok,negative
730,2022-12-31 07:34:57+00:00,oi wilayah sampean banjir nya ga abis trus ga beres gimana mo presiden urus provinsi aja sampean ga gimana mo urus indonesia,surabaya,negative
731,2022-03-31 03:57:37+00:00,jgn egois yg pgn rasain presiden yakan,jakarta,negative
732,2022-06-29 11:33:54+00:00,pilih presiden tu yg jls kalo ky yg motor ken gak dpt minyak hei nul sebener nya lu tu tolol pikir lu cetek belakang kpn maju nya lu nul kerja yg bnr kd buzzer aja haram duit nya,surabaya,negative
733,2022-02-26 10:05:59+00:00,jabat presiden beda jabat ketua partai politik beda jabat ketua ormas tanwir rakornas panjang jabat,bekasi,neutral
734,2022-04-30 09:41:07+00:00,bs lepas polarisasi pilpres bs hapus tambah polarisasi bangsa taruh fokus urus bijak bijak riil lepas polarisasi,bandung,neutral
735,2022-07-29 13:43:44+00:00,la iya ya ki lurah bgt berani mo capresngurusin wilayah gak prestasi mo ngurus negara khawatir gp president rakyat wajib nonton bokep,surabaya,negative
736,2022-05-31 15:40:52+00:00,dukung jelek capres black campaign membully capres gak walopun berita negatif capres sdh google tp gak usah angkat serang fokus sj dg capres contoh berita,ngalam,neutral
737,2022-03-18 00:42:05+00:00,lanyalla bocor sentimen negatif berita tunda milu cenderung tingkat,bandung,neutral
738,2022-03-30 14:11:16+00:00,miris ngimpi presiden,surabaya,negative
739,2022-06-15 19:52:33+00:00,politik identitas hilang milu,bandung,positive
740,2022-04-30 14:40:00+00:00,halal jd gubernur maaf dki jd presiden,semarang,negative
741,2022-07-21 09:52:09+00:00,moga sadar mas tular seluruh warga nkri jelang pilpres aamiiinnn yra,bandung,positive
742,2022-11-23 04:59:50+00:00,jokowi pilpres beliau kalah cianjur perhati jokowi cianjur luntur gempa hantam cianjur hancur jokowi dtg bantu kuat amp hibur moga beliau sehat amp selamat dunia akhirat,semarang ,positive
743,2022-02-25 22:30:17+00:00,kalo puas yaa takut atur takut kalah pake yg gak,malang,neutral
744,2022-08-31 00:35:32+00:00,pasang ideal pilpres moga allah swt mumudahkan proses jadi tokoh pimpin baik indonesia,bandung,positive
745,2022-12-31 14:21:27+00:00,ngurusin banjir aja susah bisa main ngurusin negara ngimpi nya jd presiden,bandung,negative
746,2022-02-26 12:34:04+00:00,nggak nya pilih tentu resmi capres cawapres skr batas citra blm penuh syarat utk pilih,bandung,neutral
747,2022-06-23 05:59:01+00:00,jalan arah presiden joko widodo jajar dpt dukung sepenuh kait anggar personel amp logistik milu jalan kualitas dengar aspirasi rakyat,bandung,neutral
748,2022-05-26 07:56:31+00:00,gilir yg anies baswedan kandidat capres klean ribut turun arab pdhal org tua asli yogyakarta kakek juang ri ahok yg usung knp klean nggak turun cina erick tohir jg ibu turun cina diam otak babi,bandung,negative
749,2022-12-31 23:09:59+00:00,gin nyalon presiden jateng periode aja ga tuntas pimpin sadar, malang,negative
750,2022-01-29 14:29:43+00:00,salah dampak negatif milu langsungselain rakyat pecah ter kotakjuga timbuloposisi mrsak satu pilkada pilpres kem bal pilih wakil rak yat dg sempurna an tutup kurang lemah,jakarta,neutral
751,2022-12-21 07:10:00+00:00,antusiasme kaum muda usia partisipasi milu nilai antusiasme,jakarta,neutral
752,2022-01-28 03:19:45+00:00,prabowo komentar keras perintah presiden jokowi kemenkeu bu sri mulyani lawan jokowi prabowo bahu bahu dgn tunjuk manner bagus,surabaya,positive
753,2022-07-27 05:14:01+00:00,doa moga wujud ganjar utk maju pilpres,surabaya,positive
754,2023-01-31 06:23:26+00:00,syukur presiden,semarang,neutral
755,2022-09-30 02:14:32+00:00,presiden dengar alas salah gubernur hasil tattaraaaaternyata hasil sodaraoleh gubernur, surabaya,neutral
756,2022-03-30 08:11:16+00:00,wuuah kode niih lawan,bandung,neutral
757,2022-05-31 14:01:52+00:00,jujur gw bangga anak free york terima kasih bangun tanah tumpah darah ku moga allah ridho jadi mu presiden negeri indonesia raya aamiin allahumma aamiin,banten,positive
758,2022-01-31 01:59:18+00:00,balik duo ustadz doain presiden eh bantu presiden,jakarta,negative
759,2022-06-24 02:00:04+00:00,moga pilih pimpin yg minim bentur pilpres mendatangdan realisasi rakyat utk pilih capres th allahu akbar merdeka,depok,positive
760,2022-02-28 16:06:37+00:00,tunda milu masuk akal mengakalin rakyat enak pimpin akal akal negeri akal hihihihi ketawa akal ya,jakarta,neutral
761,2022-12-31 12:57:17+00:00,kerja bener ya omong banjir semarang atas kalo presiden,jakarta,neutral
762,2022-04-30 12:00:46+00:00,haaaaaa tolak d halus presiden nis nis dah anggur aj rawat burung d rumah iya nga, jakarta,negative
763,2022-07-31 02:37:58+00:00,salah pilih pilpres,yogyakarta,neutral
764,2022-05-24 12:48:06+00:00,nya gelora masuk pilpres nie nya kpu tuntas selesai tugas nya start kampanye,malang,negative
765,2022-12-29 15:08:41+00:00,moga suara rakyat papua milik anies pilpres aamiiin,bogor,positive
766,2023-01-31 13:40:48+00:00,optimis anis menang milu,bandung,positive
767,2022-02-07 11:30:35+00:00,tanggung idiot selenggara milu tanggung hasil serta milu ubah relevan pilih,bandung,negative
768,2022-07-27 15:19:04+00:00,koalisi yg kongkrit insyaallah menang milu th,yogyakarta,positive
769,2022-03-30 08:17:31+00:00,dukung ahy anies milu,jakarta,positive
770,2022-08-31 18:11:55+00:00,ganjar calon presiden yg rakyat inovatif wawas luas motivator hebat pokok jos gandos indonesia mudah pdip nggak paksa puan calon ganjar menang,semarang,positive
771,2022-04-29 21:38:37+00:00,gak cocok presiden ri,jakarta,negative
772,2022-08-29 15:07:44+00:00,ganjar mang joss rangkul kalang tugiman tukang gawe ati nyaman lanjut sukses sehat moga maju pilpres,jakarta,positive
773,2022-12-31 09:08:58+00:00,kau tengok rekam jejak kerja woi kau pikir diri jd presiden ngimpiiii, jakarta,negative
774,2022-11-30 23:45:52+00:00,elektabilitas ahy nilai kunci menang pilpres ahy pimpin dunia,semarang ,positive
775,2022-03-28 01:24:32+00:00,ratus milenial mahasiswa gabung ganjar milenial wilayah jabodetabek deklarasi dukung presiden dukung bareng aksi konvoi bajaj kawasan kota tua jakarta,jakarta ,positive
776,2022-07-30 04:44:35+00:00,moga samawa dlam pilpres, jakarta,positive
777,2022-03-31 22:28:41+00:00,tuju ajakalau kalah sia presiden boleh pilpres kalimau,bandung,neutral
778,2022-07-30 23:36:25+00:00,dukung berat sih dia mantri komando presiden, jakarta,neutral
779,2022-05-27 12:30:27+00:00,juang masyarakat hantar presiden lanjut menteng jakarta selatan,jakarta ,positive
780,2022-10-30 22:27:07+00:00,bnr bhinekatunggal ika capresnya orang jawa yg jd presiden suku ras negeri,bandung,negative
781,2022-12-30 13:46:50+00:00,alhamdulillah ya robaal alamin mantap banget berkah berkah berkah pilpres moga doa jabah allah swt aamiin yaa robaal alamain,tangerang,positive
782,2022-09-30 03:46:07+00:00,untung mncari tukang bangun mncari calon presiden yg ahli strategi ahli negosiasi ahli koordinasi kandidat yg layak hitung,bandung,positive
783,2022-02-27 00:19:01+00:00,urus supply minyak goreng aja gak koq kuasa gak malu,yogyakarta,negative
784,2022-04-30 15:27:03+00:00,for president layak pimpin negeri cerdas adil amanah ayo tambah,jakarta,positive
785,2022-01-29 14:30:46+00:00,cita moga presiden thdap kelompok kadrun usak agama islam,jakarta ,negative
786,2022-03-26 22:47:17+00:00,satu calon presiden yg jaga nkri dgn budaya yakin agama majemuk suku yg benteng waris seni budaya leluhur, surabaya,positive
787,2023-01-31 17:31:31+00:00,moga lancar capres menang pilpres dukung anies utk ubah indonesia,bandung,positive
788,2022-11-29 09:30:49+00:00,maaf gambar aspirasi rakyat pasang prabowo ganjar pilpres, jakarta,neutral
789,2022-01-24 12:24:19+00:00,moga pilpres indonesia pilih yg baik harap,depok,positive
790,2022-11-13 12:00:28+00:00,partai demokrat dpc jatim sukses kontestasi milu pilpres,surabaya,neutral
791,2022-06-30 05:29:52+00:00,ha ha presiden ludruk,malang,negative
792,2022-12-31 09:40:57+00:00,balas jasa kali ya lolos serta milu,jakarta,negative
793,2022-01-27 00:46:17+00:00,otak mesum bahaya kalo presiden ngikutin jejak proklamator,yogyakarta,negative
794,2022-01-29 00:09:59+00:00,kalo presiden upss denk gak jadi deh indonesia ngirim astronot,jakarta,negative
795,2022-11-30 01:01:46+00:00,deja vu eks presiden partai biru,jakarta,neutral
796,2022-08-29 09:14:32+00:00,yg numpang tenar yg paksa hendak yg utk lindung keluarga yg ingus yg suka bayar apa pilih presiden,surabaya ,negative
797,2022-04-30 06:10:00+00:00,emg ganjar ga cocok jdi presiden ga kaos bgitu, surabaya,negative
798,2022-08-31 01:24:57+00:00,tunggu pilpres moga kelak terus pimpin negri,semarang,positive
799,2022-09-28 15:14:26+00:00,cocok bu cak imin pilpres moga harap capres aja beneran pres wapres,jakarta,positive
800,2022-01-30 13:51:02+00:00,airlangga hartarto keluar perintah kader partai menang milu,jakarta,neutral
801,2022-01-28 13:32:24+00:00,mutasi bandar pilpres ganggu,jakarta,negative
802,2022-04-21 08:30:24+00:00,tuntut turut stop unjuk,jakarta,neutral
803,2022-07-27 04:43:22+00:00,sambut damai,depok,neutral
804,2022-05-01 18:33:17+00:00,partai bawa indonesia krisis migrasi besar pilih publik,jakarta,neutral
805,2022-03-17 04:13:48+00:00,irasional sdh obral rupa makar thd konstitusi orang dgn juluk lord lewat batas yg rusak republik indonesia rakyat indonesia diam,surabaya,neutral
806,2022-01-31 11:30:56+00:00,duluan usung anies pilpres coblos partai, jakarta,positive
807,2022-01-29 07:52:40+00:00,mimpi kale ye gabenar presiden ha ha ha supir presiden taxi nie ye merdeka,jakarta,negative
808,2022-08-31 23:43:51+00:00,terimakasih anis moga sehat nex presiden ri,bogor,positive
809,2022-08-31 08:01:15+00:00,mayoritas mata cahari rakyat tani layak tokoh nasional utk tampil pimpin bangsa,jakarta,positive
810,2022-12-28 22:21:58+00:00,nama yg gadang gadang potensi maju pilpres puan maharani rekam jejak pimpin puan nilai karno pimpin nasional suksesi milu puan harap rakyat,semarang,positive
811,2022-05-30 18:31:30+00:00,ganjar presiden tolong bikin jalan tol bikin jalan yg gratis rakyat jelata ya,bekasi,neutral
812,2022-11-30 16:41:02+00:00,hahahhah si raja bacot anies baswedan calon presiden tiktok,jakarta,negative
813,2022-12-30 09:21:01+00:00,clear laser knapa nyinyir jgn bikin gaduh internal n rugi partai fokus pencapresan aja,surabaya,positive
814,2022-12-30 01:49:14+00:00,sabar banget ya pimpin moga ganjar menang pilpres,jakarta,positive
815,2022-01-25 22:11:09+00:00,skrg hrs blajar hitung brp kali elit politik blusukan sblum amp stelah milu mmbedakan yg citra,surabaya,neutral
816,2022-01-26 16:05:35+00:00,anjing kadrun bacot mulu kalah pilpres,surabaya,negative
817,2022-11-30 07:32:42+00:00,perihal penda aksi perihal penting beda milu dki moment tepat politik momentum politik apa giat acara pandang perspektif politik,yogyakarta,neutral
818,2022-09-24 22:14:59+00:00,tokoh tokoh moga rapat beliau beliau din susun strategi menang pilpres,bogor,positive
819,2022-06-29 02:19:25+00:00,proses calon min mohon doa ya moga pilpres bsk lancar jaya,jakarta,positive
820,2022-12-30 15:39:12+00:00,plus minus sihh buka tutup gugat kader pdip milu jaman orba coblos lambang parpol kursi legislatif tentu parpol,malang,neutral
821,2022-07-27 05:17:02+00:00,istighotsah lancar ganjar pranowo pilpres yg,surabaya,positive
822,2022-12-31 14:03:55+00:00,kondisi negara presiden gubernur aja ga gin presiden mending tau pa ga banyak citra muak pa suka, bandung ,negative
823,2022-02-28 02:10:09+00:00,tunda pilpres mau partai koalisi gelintir oknum ketua parpol mau rakyat tandain aja partai boikot milu wes ngono wae,malang,neutral
824,2022-07-31 04:49:48+00:00,ealah ya sikut zaman tim capres yg baik khusluk ta balas ae dgn prestasi ya,malang,neutral
825,2022-04-21 05:50:46+00:00,masyarakat cerdas mem pilih tindak menang ego,malang,neutral
826,2022-01-25 15:47:16+00:00,harap laksana milu februari tepat kasih sayang saji milu sejuk pecah anak bangsa,bandung,positive
827,2023-01-29 14:57:28+00:00,ga laku gerombol sebar hoax serang anis survei tidur menang,semarang,negative
828,2022-06-23 15:55:49+00:00,moga ahy damping aniesr b pilpres,jakarta,positive
829,2022-01-31 06:05:04+00:00,moga sempat liput bola jakarta jis amp nikmat fasilitas jakarta mohon maaf kampanye nyapres klopun nyapres ya monggoooo,malang,positive
830,2022-06-15 11:10:09+00:00,kaji pakai sistem segi aman teknologi jamin audit forensik, jakarta,neutral
831,2022-10-30 02:59:15+00:00,pedoman presiden lihat aja ri hadap resko,bekasi,neutral
832,2022-07-31 12:08:47+00:00,langsung aja jadi presiden kalo uang milu,jakarta,negative
833,2022-10-30 13:06:44+00:00,kalo presiden jokowi ya putus beliau,jakarta,neutral
834,2022-11-28 10:51:28+00:00,alhamdulilah ganjar calon presiden yg amanahamin,jakarta ,positive
835,2022-03-28 03:47:02+00:00,kalo kader lu yg tau lahwalaupun bilik jg kalo jd capres gak pilih lagitobat,bandung,negative
836,2022-11-30 01:20:24+00:00,mikir ngatasin jawa makmur ngotot maju calon presiden ganjar presiden negara bawa jad negara trmiskn dunia, jakarta,negative
837,2022-09-29 03:25:45+00:00,deklarasi dukung sembako kalo buzzerp cebong gembira kuasa masuk langgar milu nggak yaterus emang nggak butuh dana yadananya darimana kalo nggak yg usung rugi,bandung,negative
838,2022-12-30 13:59:45+00:00,penasaran kakbah salah doa politis capres partai menang milu,bandung,neutral
839,2022-08-31 19:26:14+00:00,terima tawar pokok tdk sisi belah anies kudu capres pasang dgn dalil dasar track record data impirik,jakarta,positive
840,2022-06-30 11:47:18+00:00,sdh pas menteri gak pingin presiden bajar dr nyata,bandung,negative
841,2022-06-30 23:43:10+00:00,mantaps anies baswedan mata buka apresiasi kerja beliau moga anies kibar maju capres pilih dlm pilpres,bandung,positive
842,2022-07-30 02:31:18+00:00,perahu aja emak tuju gimana presiden,bandung,negative
843,2022-04-29 04:54:37+00:00,saga sahabar ganjarrrr kelompok rawan dukung mas ganjar utk jadi next presidenn yg mana artinyaaa uang keluar asal relawannnn nyaaaa apdb emg dasar bungulll,jakarta ,negative
