datetime,locations,sentiment,labels
2023-01-31 10:43:03+00:00, jakarta,kali berjuang memenangkan pilpres atmosfernya menguap momentum memulihkan reputasi to be the king maker not a player,neutral
2022-05-31 16:05:50+00:00,tangerang,mas biidznillah jd presiden ri dituliskan harapan masyarakat tl,neutral
2022-05-27 04:15:37+00:00,bandung,membawa panji panji partai mewujudkan cita cita menjadikan presiden partai gerindra menang pemilu,positive
2022-06-30 23:52:22+00:00,depok,kawal rapatkan barisan presiden,positive
2022-09-27 02:34:42+00:00,jakarta ,wasis aksi sindir partai membangun kultur demokrasi sehat kritik kritik bersifat personal,neutral
2022-01-31 00:53:41+00:00,yogyakarta,seandainya yg gugur putra kandng bpak menhan yg doyan jualan radikal radikul mulu sbgai wapres ng kong bgm sbgai presiden,negative
2022-01-28 00:07:25+00:00,depok,marah doang ltlt bungkam lecehkan public nyinyir pemerintah kenceng prabowo muliakan presiden jokowi,negative
2022-12-31 05:35:23+00:00,tangerang,kalo lu presiden rumah nenek mega aja yg lu renovasi wkwkwkw bokep bokep kelakuan,negative
2022-05-31 04:37:24+00:00,surabaya,hya saran kandidat bertarung capres dll berjiwa nasionalis mghargai dmokrasi fairlah tuk mencalonkan pilpres threshold dikembalikan oligarki,neutral
2022-02-25 13:31:29+00:00,jakarta,presiden melaksanakan pemiu sesuai jadwal saran yg merusak prestasi yg dicapaimerupakan yg lumrah presiden menyiapkanmerestui capres yg sesuai visi cc,neutral
2022-01-31 09:32:19+00:00,surabaya ,pantes yg nggak setuju beliau presiden pastinya golongan yg suka nilep uang rakyat,negative
2022-09-27 10:28:01+00:00,jakarta,ramah cilik ditambah cucu presiden ri layak maju pilpres bismillah komisaris,positive
2021-08-02 04:10:26+00:00,bogor,pejabat pejabat pelaksana gubernur walikotabupati yg kementerian negeri kalangan manakah diambil non partai,neutral
2022-08-30 23:42:35+00:00,bandung,yg butuh rakyat parte karna sistem pemilu yg dsepakati rakyat g butuh parte klo sistem pemilu d ubah dgn sistem ja parte butuh rakyat parte rakyat,negative
2022-07-31 15:25:53+00:00,tangerang,donk batasan partaiindividual mencalonkan pilpres,neutral
2022-10-31 04:59:48+00:00,jakarta ,wuih keren neh insya allah presiden bang catat,positive
2022-05-31 22:51:39+00:00,jakarta,maju jalan grak kl maju nyapres ya silahkan kl kalah kayak yg udah udah ya ngambek,neutral
2022-03-31 10:03:13+00:00,depok,dipilih x seriuskah murni pure pilihan rakyat perasaan byk berita medsos bgmn kumpulkan suara dg tdk elegan amp tdk scr kesatria tutup mata looo dg berita perhitungan suara hsl pemilu rakyat tdk bodoh tdk daya,negative
2022-03-30 15:55:13+00:00,jakarta ,masyarakat jakarta bangga gubernurnya semoga masyarakat indonesia bangga presidennya terimakasih goodbener,positive
2022-06-29 01:46:24+00:00, jakarta,kasian gua liat lu drun udh banggain ehh yg dukung partai tanda nya drun yg lu pamerin gk berguna karna kelebihan bayar jd gubernur aja kelebihan bayar gimana jd presiden idihh amit dah jd bahan korup berjamaah lg,negative
2022-03-26 13:44:12+00:00,bekasi,ayooo sosok ayah presiden cocok menggantikan pa jokowi milenial jabodetabek bersmaa mengabdi negeri,positive
2022-08-30 03:55:30+00:00,jakarta,usaha kesan kalo berkawan dng orang yg keburukannya terbongkar biar dianggap olah kejahatannya kejahatan buruk setnov poto dr presiden senator pngsha dll mrk koruptor,neutral
2022-05-29 03:35:06+00:00,depok,presiden ku th sosok pengganti de jokowi salam sehat beliau berdua,positive
2022-02-25 11:07:47+00:00,yogyakarta,in my opinion perang rusia vs ukraina menaikan elektabilitas bpk capres,positive
2022-12-30 10:48:17+00:00,jakarta,erick thohir menguat cawapres kesuksesan kinerja menteri bumn memuaskan masyarakat menteri andalan presiden jokowi dukungan maju cawapres pilpres,positive
2022-01-29 02:41:04+00:00,jakarta,kreen presidenups belumpak gub digital sekedar gaya hidup kebutuhan hidup,neutral
2022-12-31 09:16:03+00:00,bandung,menangkan anies presiden nkri,positive
2022-08-31 13:50:18+00:00,bandung,udah gk jaman pakai presiden lgi skrang,negative
2022-10-31 10:26:12+00:00, jakarta,bro ambil sampah pendukung capres emang suka ngada pokoknya anies binasa hebatnya,negative
2022-11-27 10:03:11+00:00,malang,sombong orang jabatan mah cm titipan udah selesai ya digantikan orang jokowi jg selesai perjuangkan orang yg ente dukung senangi pilpres dngn menyosialisasikan ide gagasannya yg brilian,neutral
2022-07-31 03:43:42+00:00, semarang,jk jg bulat usung duet tp mustahil jk parpol usung cawapres parpol nya eforia bagus bulat usung anies capres cawapresnya,neutral
2022-06-29 14:49:06+00:00,malang,keterikatan dgn cendana dah lahhh mending kyk pdip yg elektabilitas partai gak ketum partai nyalon kader yg muda berintegritas syarat usia capres berlaku,neutral
2022-06-29 03:16:21+00:00,yogyakarta,pendukung anies ya gini pengen junjungannya jd presiden dunia angel angel,negative
2022-02-25 06:54:08+00:00,bogor,kasihan capres thn keburu usianya ketuaan pemilunya ditunda,negative
2022-01-30 01:31:42+00:00,bintaro,gak presiden ri keluarga cendana prabowo yg presiden ri mentri nya fadli zonk rocky gerung rizieq cabul indonesia kayak negara syria,negative
2022-04-29 18:12:49+00:00,malang,mantap ganjar mudahan jd presiden ayo rakyat indonesia dukung ganjar for ri,positive
2022-02-28 13:33:44+00:00,bandung,rambut no problem hitam putih nelson mandela rambut putih mimpin rakyat ganjar,positive
2022-03-31 04:10:41+00:00,jakarta,dana persiapan pemilu pilpres menyumbang silahkan setor kas negara,neutral
2022-11-30 01:34:17+00:00, jakarta,pilih presiden boneka presiden jongos oligarki,negative
2022-03-13 00:17:22+00:00,jakarta,bikin kisruh kalo capek mundur aja lo opung luhut,negative
2022-05-29 22:10:35+00:00,jakarta,bangun narasi sebagus biar rakyat gak sadar kalo bangunan dibangun runtuh sekejap diresmikan calon presiden berbohong tujuan tercapai,negative
2022-09-26 19:21:59+00:00,malang,ga dibilang sekoci ganjar rapatkan barisan kib politik dinamis partai mahami rakyat maju pilpres bismillah ri pakde ganjar,positive
2022-07-31 00:34:48+00:00,jakarta,pilpres hasil riil kekurangan publis kaga kekurangan,neutral
2022-10-31 01:51:42+00:00,bandung,hati rakyat majul pilpres,positive
2022-04-21 08:01:00+00:00,jakarta,semoga memilih berkontribusi negeri pilpres,positive
2022-01-22 10:49:03+00:00,bandung,isu ambang batas presiden hangat detik kali ngobrol tema bareng dg tmn pcim sudan,neutral
2023-01-29 12:40:45+00:00,jakarta,ganjar sehat sehat yaa semoga maju pilpres,positive
2022-02-25 05:14:26+00:00,jakarta,argumen mk d gan legal standing gugat penyelenggaranya hasilnya legal standing,neutral
2022-07-25 03:44:42+00:00,yogyakarta,semoga ganjar pranowo senantiasa perlindungan keberkahan kelancaran sang pencipta allah swt maju pilpres,positive
2023-01-31 14:51:18+00:00,depok,alhamdulillah mari berjuang insyaallah presiden ri,positive
2022-02-27 07:58:03+00:00,jakarta,psi fokus masuk parlemen pilpres suara yg dipake kursi parlemen sampe gak masuk parlemen strategi ketumnya yg salah pikirkan,neutral
2022-10-31 17:50:52+00:00, jakarta,relawan sepenuh hati memenangkan prabowo subianto presiden ri pemilu,positive
2022-07-31 10:03:41+00:00,tangerang,terangan agama dipakai mendukung pemilu gitu ya aja sih kaya pas pemilihan gubernur iya ampuhh,negative
2023-01-31 05:55:34+00:00,jakarta,ga tampang presiden yg main pleciden pleciden doang,neutral
2022-07-30 02:52:03+00:00,semarang,ga viral ga ditanggapi ganjar mah nyari pencitraan biar presiden,negative
2022-02-28 18:15:38+00:00,surabaya,skrg klo pmbwa surat suara kyak pilpres bnyak yg mati kelelahan krn infrastrukturnya jlek nyawa yusrilmahendra gntikan nyawa rakyat nkri gara psta dmokrasi gk ditunda korbankan nyawa rakyat sbg rakyat nyawa yusril mahendra gntinya pemilu gk ditunda brani gk,negative
2022-04-13 13:35:31+00:00, jakarta,bahas pemilu seru tp jd bumbu manis pilkada serentak mohon tahan emosi ya pasangan yg maju tdk sesuai espektasi siapkan calon pemimpin daerah daerah maju dpt bersaing kemajuan nkri,neutral
2022-04-24 05:26:36+00:00,surabaya,buktikan pemilu butuhnya silaturahmi joko cahyono,neutral
2022-08-31 10:42:48+00:00,jakarta,janji mantan gub dki presiden kemacetan banjir mudah atasi terbukti terima kasih bang,positive
2022-06-29 09:18:59+00:00,jakarta,org zonky yg berperan kekalahan kali capres yg suka prabowo tp gak suka zonky dkk lbh memilih lawan capresnya,negative
2022-05-31 16:34:48+00:00,bandung,bagusnya king maker kayak megawati menang jabatan megawati diborong plus gelar profesor hc dibuli capres sejati ya,negative
2022-04-30 16:30:32+00:00,jakarta,gw lo dah info kalo kaos tsb simpatisan yg anies presiden kalo mang dasar benci mo aja lo gak suka lo spin karna setan pembenci kasian,negative
2022-07-30 01:45:44+00:00,depok,insya allah rakyat indonesia mendukung memilih beliau prabowo subianto presiden republik indonesia periode pilpres thn yg amin ya rabbal alamin,positive
2022-03-20 00:09:09+00:00,depok,awali ucapan bismillahirrahmanirrahim sy sekeluarga mendukung pamrih mas maju pilpres,positive
2022-12-31 07:54:52+00:00,bandung,dah sifatnya susah merubahnya model gini didorong dorang presiden makun ancur kayak,negative
2022-10-31 00:39:46+00:00, surabaya,si y si kadrun mbak puan capreskan tau elektabilitas mbak puan rendahkadrun takutnya pdip mencapreskan ganjar kadrun bunuh kalahtp pribadi presiden ok yg jgn anis ok anis tp sekeliling y,negative
2022-08-23 09:20:57+00:00, jakarta,jagoan pilpres semoga mnjadi jagoan,positive
2020-02-27 06:52:32+00:00,semarang,digabungkan memakan korban petugas kpps orang mati petugas kpps kewalahan lelah amp masyarakat rentan terprovokasi,neutral
2022-04-21 05:48:50+00:00,bekasi,ikutan doang,neutral
2022-10-30 22:55:00+00:00,semarang,tolong ganjar presiden sugengcalo kerja tanggung dkk megang duit pencari kerja nganggur suwun ngihh,negative
2022-03-31 13:19:58+00:00,depok,gubernur jateng yg insya allah capres th loch bro,positive
2023-01-30 13:38:50+00:00,jakarta,alhamdulillah allahuakbar semoga allah menangkan anis baswedan presiden ri pilpres aamiin,positive
2022-10-31 14:44:23+00:00,jakarta,presidennya petugas momong anak banteng nnnnnooooooooooooooooooo vote golput ajja,negative
2022-05-27 12:34:22+00:00,jakarta ,kelompok masyarakat sosok presiden ganjar terbukti membangkitkan perekonomian jawa pandemi covid,positive
2022-11-24 07:02:32+00:00,jakarta,simbol dukungan ericj pilpres semoga kaya menteri andalan,positive
2022-04-21 08:00:02+00:00,bandung   ,semoga keunggulan simulasi sesuai keunggulan pilpres maju pilpres,positive
2022-11-30 15:27:20+00:00,malang,bpk km relawan sobat anies milenial bahu membahu mengawal bpk anies baswedan pilpres yg jurdil in sya allah semoga allah swt keberkahan aamiin,positive
2022-11-29 13:55:11+00:00, jakarta,partai tunggu arahan pakde jokowi pilpres semoga pk jokowi nunjuk ganjar prabowo,positive
2022-02-28 17:51:11+00:00,jakarta,paslon capres terkuat pd pilpres ganjar ahok,positive
2022-06-30 02:42:19+00:00,yogyakarta,mempertahankan rumahtangga ngak menertibkan fadly zon ngak presiden ya mbok mikir wo,negative
2022-08-31 08:49:26+00:00,yogyakarta,sbrnya dr sisi peluang menang pasangan ganjar rkamil yg semoga partai yg mendukung pilpres smoga terbuka peluang pilpres calon independen,positive
2022-08-31 15:18:21+00:00,malang,setuju ah mesin politiknya mendorong anies rk capres cawapres maksud bersinergi berkolaborasinya,neutral
2022-04-30 11:29:52+00:00,jakarta,top markotop good job mr president ri,positive
2022-09-30 01:52:17+00:00,malang,bu doain semoga menang pilpres aamiin,positive
2022-12-29 06:22:29+00:00, jakarta,semoga kancah perpolitikan indonesia teduh teduh bersikap teduh pendapat provokasi jadikan ajang kontestasi pilpres melahirkan generasi anak bangsa tangguh cepat bertindak visioner indonesia hebat,positive
2022-05-23 15:41:55+00:00,semarang,kordinasi lakukan anies nasionalis mata org asing sisi diam anies support somad amp pengikutnya utk berulah buktinya bersuara dukung anies maju pilpres,negative
2022-02-25 16:29:03+00:00,jakarta,pemilu diundur pandemi amp krisis ekonomi yg depannya tes terbaik kandidat,neutral
2022-08-31 22:26:31+00:00,jakarta,arus survei indonesia merilis hasil survei nasional terkait pilpres hasil simulasi pasangan capres duet prabowo cak imin unggul,neutral
2022-03-02 04:00:40+00:00,jakarta,kisah terulang kau temukan cinta koalisi rumit kau jalani,neutral
2022-01-29 10:11:50+00:00, bogor,dicatat pemilu pilpres istana negara gedung dpr dibangun ikn ganti presiden jakarta ibukota negara,neutral
2022-06-30 16:23:01+00:00,jakarta,setuju presiden ri indonesia baek bebas oligarki pribumi jaya negeri rt like banyaknya,positive
2022-06-27 13:47:17+00:00,surabaya,anies baswedan menang pilpres cawapres nya udh suara pemilih juta an org semoga sukses ya nopel bamukmin,positive
2022-07-23 09:22:48+00:00,surabaya,selamat lahir pkb berdoa ikhtiar semoga pkb kemenangan pd pileg amp pilpres bergotong royong memenangkan gus muhaimin presiden,positive
2022-01-30 15:19:42+00:00, surabaya,enak biangeett emang jd anak penurut kayak baginda capres point nya manut jd gampang manfaatkan dll dasar nya jd anak bebas bebal pemberontak ya gini deh jd nya,negative
2022-03-28 09:07:55+00:00, surabaya,prediksi psikologis politik nyata pemilu ditunda khawatiran tolak penundaan pemilu keniscayaan,neutral
2022-10-31 03:18:29+00:00,malang ,presiden turun tahta suksesi minat capres petualang pilihlah berdasarkan rekam jejak,neutral
2022-10-31 11:12:19+00:00,tangerang,yg menjelang pemilu sy pilih yg,neutral
2022-01-29 08:21:55+00:00,surabaya,kepedulian hadir utk meringankan beban teman warga yg terkena musibah kebakaran sawah demokrat dki kompak turun tangan bantu korban,neutral
2022-07-31 10:43:31+00:00,bekasi,sadar gak sadar alternatif condong prabowo jokowi pilpres kalo prabowo islamis anies,neutral
2022-11-30 06:23:38+00:00, semarang,prabowo optimistis indonesia memiliki masyarakatnya rukun bersatu,positive
2022-11-30 15:38:20+00:00,jakarta,asyik nih pendukung ganjar bangga banget semoga jalannya ganjar memenangkan pilpres mudah aamiin,positive
2022-04-21 08:30:24+00:00,depok,tuntutan dituruti stop unjuk,neutral
2022-03-02 06:53:28+00:00,jakarta,penundaan pemilu rencana sistematis memanipulasi konstitusi proyek oligarki harga harga masyarakat menjerit rakyat jelata tertindas shame on you,negative
2022-03-31 10:18:39+00:00,jakarta,dukungan masyarakat menteri bumn erick thohir mempermudah utk maju pilpres dukungan yg kpd modal kuat pilpres,positive
2022-11-29 15:34:45+00:00,tangerang,pengamatan yg terbaik pemilu konstelasi capres yg berkembang yg maju pilpres pasangan gerindra pdip bagus pasangan gender laki wanita maju serasih,positive
2022-02-21 15:29:17+00:00,bogor,negara pandemi corona cari orderan eh lupa pemilu bentar ya,negative
2022-05-31 11:07:30+00:00,jakarta,iya nunggu ganti president,neutral
2022-07-21 02:00:01+00:00,malang,kayaknya beneran maju pilpres ya beliau semoga ajaa yaa rakyat mendukung mega usung puan,positive
2022-11-29 12:32:34+00:00,tangerang,berat menetapkan diidamkan presiden surveinya median n marbun hmmmm top ya ya ya ya jelang politik,neutral
2022-04-25 13:44:10+00:00,semarang,musashimasabi sejatinya sdh titik terang capres yg bs menangi kompetisi cm hrs yg bs menangkap tanda pdip hrs koalisi dg gerindra gpampprabowo paduan yg pas utk menangkal capres yg didukung pengasong khilafah radikal gp dg partai tetep maju prabowo,positive
2022-02-28 23:37:25+00:00,jakarta,apalah klo pas pemilihan pilkada pilpres bohongi citra fanatisme buta sosok politisi,neutral
2022-10-31 11:43:13+00:00,jakarta,partai rela atur capres give away,negative
2022-01-26 17:15:01+00:00, jakarta,gubernurnya mengabaikan putusan pengadilan model kek gini presiden cebong babi anjing peking nyebokinya,negative
2022-11-30 12:54:54+00:00,yogyakarta,semoga aja ganjar pranowo maju pilpres presiden ri banget kalo ganjar pranowo memimpin negeri kebudayaan indonesia lestari berkembang pesat,positive
2022-06-30 09:07:53+00:00,jakarta,cepat ya indo jeda nya banget pilpres sampe pelantikan,neutral
2022-02-22 14:45:14+00:00,jakarta,semoga et sehat berkat transformasi tubuh bumn laba bumn meningkat menteri bumn eektabilitas et meningkat pilpres laba elektabilitas,positive
2022-06-24 15:15:06+00:00,tangerang,maaf terlepas urusan politik doakan beliau lekas sembuh beraktivitas mengenal pribadi beliau sebatas tim sukses pilpres beliau pribadi yg sederhana dermawan,positive
2022-05-24 15:03:50+00:00,jakarta,saleh daulay tegaskan koalisi indonesia bersatu menangkan pilpres,neutral
2023-01-31 14:43:17+00:00,depok,alhamdulillah semoga allah menguatkan kerjasama menjaga kebersamaan ketiga partai pengusung anies pilpres aamiin yra,positive
2022-09-30 12:11:09+00:00,jakarta,nunggu komentar n bikin keputusan biar ga sibuk urus capres n cawapres aja,neutral
2022-06-30 01:23:08+00:00,jakarta,mengkritik bebas tp debat pendukung pemilu rakyat ga gunanya membela yg duduk ngopi bareng semangat mencari keluarga,positive
2022-12-31 10:02:20+00:00,bekasi,presiden bangun jalan tol dll gak khusus desa program bedah rumah gak khusus beda khusus kader partai,neutral
2022-06-24 13:18:05+00:00,yogyakarta,bae jaga kesehatan biar nyoblos pilpres,neutral
2022-04-30 05:22:42+00:00,surabaya,gue kagak sudi si pemuja bokep presiden dipimpin tukang mebel aja utang meroket dipimpin si feodal den genjer,negative
2022-08-29 04:42:15+00:00,semarang,semoga dukungan maju pilpres,positive
2022-05-31 06:11:40+00:00,depok,mentok pembantu presiden gitu ya,negative
2022-12-31 07:34:57+00:00,surabaya,oi wilayah sampean banjir nya ga abis trus ga beres gimana mo presiden urus provinsi aja sampean ga gimana mo urus indonesia,negative
2022-03-31 03:57:37+00:00,jakarta,jgn egois yg pgn rasain presiden yakan,negative
2022-06-29 11:33:54+00:00,surabaya,pilih presiden tu yg jls kalo ky yg motor seken gak dpt minyak hei nul sebener nya lu tu tolol pikiran lu cetek keterbelakang kpn maju nya lu nul kerja yg bnr kd buzzer aja haram duit nya,negative
2022-02-26 10:05:59+00:00,bekasi,jabatan presiden berbeda jabatan ketua partai politik berbeda jabatan ketua ormas tanwir rakornas memperpanjang jabatannya,neutral
2022-04-30 09:41:07+00:00,bandung,bs melepaskan polarisasi pilpres bs menghapuskannya menambah polarisasi bangsa menaruh fokus urusan kebijakan kebijakan riil lepas polarisasi,neutral
2022-07-29 13:43:44+00:00,surabaya,la iya ya ki lurah bgt beraninya mo capresngurusin wilayah gak prestasinya mo ngurus negara khawatir gp president rakyatnya wajibkan nonton bokep,negative
2022-05-31 15:40:52+00:00,ngalam,pendukung menjelekan capres black campaign membully capres gak walopun berita negatif capres sdh google tp gak usahlah angkat menyerang fokus sj dg capres contoh berita,neutral
2022-03-18 00:42:05+00:00,bandung,lanyalla membocorkan sentimen negatif pemberitaan penundaan pemilu cenderung meningkat,neutral
2022-03-30 14:11:16+00:00,surabaya,miris ngimpi presiden,negative
2022-06-15 19:52:33+00:00,bandung,politik identitas hilang pemilu,positive
2022-04-30 14:40:00+00:00,semarang,menghalalkan jd gubernur maaf dki jd presiden,negative
2022-07-21 09:52:09+00:00,bandung,semoga kesadaran mas menular keseluruh warga nkri menjelang pilpres aamiiinnn yra,positive
2022-11-23 04:59:50+00:00,semarang ,jokowi pilpres beliau kalah cianjur perhatian jokowi cianjur luntur gempa menghantam cianjur hancur jokowi dtg membantu menguatkan amp menghibur semoga beliau sehat amp selamat dunia akhirat,positive
2022-02-25 22:30:17+00:00,malang,kalo puas yaa takut aturan takut kalah pake yg gak,neutral
2022-08-31 00:35:32+00:00,bandung,pasangan ideal pilpres semoga allah swt mumudahkan prosesnya menjadikan tokoh pemimpin terbaik indonesia,positive
2022-12-31 14:21:27+00:00,bandung,ngurusin banjir aja susah bisanya main ngurusin negara ngimpi nya jd presiden,negative
2022-02-26 12:34:04+00:00,bandung,nggak nya pilihan ditentukan resmi capres cawapres skr sebatas pencitraan blm memenuhi syarat utk dipilih,neutral
2022-06-23 05:59:01+00:00,bandung,sejalan arahan presiden joko widodo jajarannya dpt dukungan sepenuhnya terkait anggaran personel amp logistik kepemiluan berjalan berkualitas mendengar aspirasi rakyat,neutral
2022-05-26 07:56:31+00:00,bandung,giliran yg anies baswedan kandidat capres klean ribut turunan arab pdhal org tuanya asli yogyakarta kakeknya pejuang ri ahok yg diusung knp klean nggak turunan cina erick tohir jg ibunya turunan cina diam otak babi,negative
2022-12-31 23:09:59+00:00, malang,gini nyalon presiden jateng periode aja ga tuntas pemimpin sadar,negative
2022-01-29 14:29:43+00:00,jakarta,salah dampak negatif pemilu langsungselain rakyat terpecah ter kotakjuga timbuloposisi mrsak persatuan pilkada pilpres kem bali dipilih wakil rak yat dg penyempurna an menutupi kekurangan kelemahannya,neutral
2022-12-21 07:10:00+00:00,jakarta,antusiasme kaum muda usia berpartisipasi pemilu dinilai antusiasme,neutral
2022-01-28 03:19:45+00:00,surabaya,prabowo komentari keras pemerintahan presiden jokowi kemenkeu bu sri mulyani lawan jokowi prabowo bahu membahu dgn tunjukkan manner bagus,positive
2022-07-27 05:14:01+00:00,surabaya,doa semoga mewujudkan ganjar utk maju pilpres,positive
2023-01-31 06:23:26+00:00,semarang,bersyukur presiden,neutral
2022-09-30 02:14:32+00:00, surabaya,presiden dengar alasan salah gubernur hasilnya tattaraaaaternyata berhasil sodaraoleh gubernur,neutral
2022-03-30 08:11:16+00:00,bandung,wuuah kode niih melawan,neutral
2022-05-31 14:01:52+00:00,banten,jujur gw bangga anak free york terima kasih membangun tanah tumpah darah ku semoga allah ridho menjadikan mu presiden negeri indonesia raya aamiin allahumma aamiin,positive
2022-01-31 01:59:18+00:00,jakarta,kebalikannya duo ustadz doain presiden eh pembantu presiden,negative
2022-06-24 02:00:04+00:00,depok,semoga memilih pemimpin yg minim benturan pilpres mendatangdan merealisasikan rakyat utk memilih capres th allahu akbar merdeka,positive
2022-02-28 16:06:37+00:00,jakarta,tunda pemilu masuk akal mengakalin rakyat enaknya pemimpin akal akalan negeri akalan hihihihi ketawa akalan ya,neutral
2022-12-31 12:57:17+00:00,jakarta,kerja bener ya omongan banjir semarang atasi kalo presiden,neutral
2022-04-30 12:00:46+00:00, jakarta,haaaaaa tolak d halus presiden nis nis dah pengangguran aj rawat burung d rumah iya nga,negative
2022-07-31 02:37:58+00:00,yogyakarta,salah pilih pilpres,neutral
2022-05-24 12:48:06+00:00,malang,nya bergelora masuk pilpres nie nya kpu tuntas menyelesaikan tugas nya start kampanye,negative
2022-12-29 15:08:41+00:00,bogor,semoga suara rakyat papua milik anies pilpres aamiiin,positive
2023-01-31 13:40:48+00:00,bandung,optimis anis memenangkan pemilu,positive
2022-02-07 11:30:35+00:00,bandung,tanggung idiot penyelenggara pemilu tanggung hasilnya peserta pemilu mengubah relevan pemilih,negative
2022-07-27 15:19:04+00:00,yogyakarta,koalisi yg kongkrit insyaallah menang dipemilu th,positive
2022-03-30 08:17:31+00:00,jakarta,dukung ahy anies pemilu,positive
2022-08-31 18:11:55+00:00,semarang,ganjar calon presiden yg merakyat inovatif berwawasan luas motivator hebat pokoknya jos gandos indonesia mudahan pdip nggak paksakan puan calonkan ganjar menang,positive
2022-04-29 21:38:37+00:00,jakarta,gak cocok presiden ri,negative
2022-08-29 15:07:44+00:00,jakarta,ganjar mang joss merangkul kalangan tugiman tukang gawe ati nyaman lanjutkan sukses sehat semoga maju pilpres,positive
2022-12-31 09:08:58+00:00, jakarta,kau tengok rekam jejak kerjamu woi kau pikir dirimu jd presiden ngimpiiii,negative
2022-11-30 23:45:52+00:00,semarang ,elektabilitas ahy dinilai kunci kemenangan pilpres ahy pemimpin mendunia,positive
2022-03-28 01:24:32+00:00,jakarta ,ratusan milenial mahasiswa tergabung ganjar milenial wilayah jabodetabek mendeklarasikan dukungan presiden dukungan dibarengi aksi konvoi bajaj kawasan kota tua jakarta,positive
2022-07-30 04:44:35+00:00, jakarta,semoga samawa dlam pilpres,positive
2022-03-31 22:28:41+00:00,bandung,setuju ajakalau kalah siapun presiden perbolehkan pilpres kalimau,neutral
2022-07-30 23:36:25+00:00, jakarta,pendukung beratnya sih diakan mantri komando presiden,neutral
2022-05-27 12:30:27+00:00,jakarta ,perjuangan masyarakat menghantarkan presiden berlanjut menteng jakarta selatan,positive
2022-10-30 22:27:07+00:00,bandung,bnr bhinekatunggal ika capresnya orang jawa yg jd presiden suku rasis negeri,negative
2022-12-30 13:46:50+00:00,tangerang,alhamdulillah ya robaal alamin mantap banget berkah berkah berkah pilpres semoga doa jabah allah swt aamiin yaa robaal alamain,positive
2022-09-30 03:46:07+00:00,bandung,untungnya mncari tukang bangunan mncari calon presiden yg ahli strategi ahli negosiasi ahli koordinasi kandidat yg layak diperhitungkan,positive
2022-02-27 00:19:01+00:00,yogyakarta,urus supply minyak goreng aja gak koq berkuasa gak malu,negative
2022-04-30 15:27:03+00:00,jakarta,for president layak memimpin negeri cerdas adil amanah ayo tambahkan,positive
2022-01-29 14:30:46+00:00,jakarta ,citaku semoga presiden thdap kelompok kadrun perusak agama islam,negative
2022-03-26 22:47:17+00:00, surabaya,satunya calon presiden yg menjaga nkri dgn budaya keyakinan agama kemajemukan suku yg benteng warisan seni budaya leluhur,positive
2023-01-31 17:31:31+00:00,bandung,semoga lancar capres menangkan pilpres mendukung anies utk perubahan indonesia,positive
2022-11-29 09:30:49+00:00, jakarta,maaf menggambarkan aspirasi rakyat pasangan prabowo ganjar pilpres,neutral
2022-01-24 12:24:19+00:00,depok,semoga pilpres indonesia memilih yg terbaik harapan,positive
2022-11-13 12:00:28+00:00,surabaya,partai demokrat dpc jatim menyukseskan kontestasi pemilu pilpres,neutral
2022-06-30 05:29:52+00:00,malang,ha ha presidennya ludruk,negative
2022-12-31 09:40:57+00:00,jakarta,balas jasa kali ya diloloskan peserta pemilu,negative
2022-01-27 00:46:17+00:00,yogyakarta,otak mesum bahaya kalo presiden ngikutin jejak proklamator,negative
2022-01-29 00:09:59+00:00,jakarta,kalo presiden upss denk gak kejadian deh indonesia ngirim astronot,negative
2022-11-30 01:01:46+00:00,jakarta,deja vu eks presiden partai biru,neutral
2022-08-29 09:14:32+00:00,surabaya ,yg numpang ketenaran yg memaksakan kehendak yg utk melindungi keluarganya yg ingusan yg suka bayar apapun pilihannya presidennya,negative
2022-04-30 06:10:00+00:00, surabaya,emg ganjar ga cocok jdi presiden ga kaos bgitu,negative
2022-08-31 01:24:57+00:00,semarang,tunggu pilpres semoga kelak penerus memimpin negri,positive
2022-09-28 15:14:26+00:00,jakarta,cocok bu cak imin pilpres semoga harapan capres aja beneran pres wapres,positive
2022-01-30 13:51:02+00:00,jakarta,airlangga hartarto mengeluarkan perintah kader partainya memenangkan pemilu,neutral
2022-01-28 13:32:24+00:00,jakarta,mutasi bandar pilpres diganggu,negative
2022-04-21 08:30:24+00:00,jakarta,tuntutan dituruti stop unjuk,neutral
2022-07-27 04:43:22+00:00,depok,sambut damai,neutral
2022-05-01 18:33:17+00:00,jakarta,partai bawa indonesia krisis migrasi besaran pilihan publik,neutral
2022-03-17 04:13:48+00:00,surabaya,irasional sdh diobral rupa makar thd konstitusi orang dgn julukan lord melewati batas yg merusak republik indonesia rakyat indonesia mendiamkan,neutral
2022-01-31 11:30:56+00:00, jakarta,duluan mengusung anies pilpres coblos partainya,positive
2022-01-29 07:52:40+00:00,jakarta,mimpi kale ye gabenar presiden ha ha ha supir presiden taxi nie ye merdeka,negative
2022-08-31 23:43:51+00:00,bogor,terimakasih anis semoga sehat nex presiden ri,positive
2022-08-31 08:01:15+00:00,jakarta,mayoritas mata pencaharian rakyat petani layak tokoh nasional utk tampil memimpin bangsa,positive
2022-12-28 22:21:58+00:00,semarang,nama yg digadang gadang berpotensi maju pilpres puan maharani rekam jejak kepemimpinan puan dinilai karno pemimpin nasional suksesi pemilu puan harapan rakyat,positive
